1	1443968061203	116.105228	39.762904	70	0.0
2	1443968061203	116.109883	39.761118	70	0.0
3	1443968061203	116.112196	39.757541	70	0.0
4	1443968061203	116.109887	39.753955	70	0.0
5	1443968061203	116.105246	39.752144	70	0.0
1	1443968062203	116.105243	39.762898	70	5.1900804
2	1443968062203	116.109892	39.761104	70	6.0255324
3	1443968062203	116.112183	39.75752	70	9.1471572
4	1443968062203	116.109867	39.753947	70	7.0600356
5	1443968062203	116.105225	39.752143	70	6.5990124
1	1443968063203	116.105285	39.762882	70	14.3459748
2	1443968063203	116.10991	39.761078	70	11.9070864
3	1443968063203	116.112159	39.757481	70	17.3488536
4	1443968063203	116.109827	39.753931	70	13.8681468
5	1443968063203	116.105184	39.752143	70	12.4718508
1	1443968064203	116.105354	39.762856	70	23.6777328
2	1443968064203	116.109936	39.761038	70	18.1174284
3	1443968064203	116.112125	39.757427	70	24.0983496
4	1443968064203	116.109766	39.753907	70	21.1122648
5	1443968064203	116.105122	39.752143	70	19.181682
1	1443968065203	116.105427	39.762829	70	25.042068
2	1443968065203	116.109975	39.76098	70	25.9979976
3	1443968065203	116.112093	39.757377	70	22.1822676
4	1443968065203	116.109694	39.753879	70	24.7732092
5	1443968065203	116.105047	39.752142	70	23.0807196
1	1443968066203	116.105503	39.7628	70	26.0637948
2	1443968066203	116.11001	39.760926	70	23.8793184
3	1443968066203	116.112058	39.757321	70	24.8429412
4	1443968066203	116.109627	39.753852	70	23.315328
5	1443968066203	116.104976	39.752142	70	21.8852964
1	1443968067203	116.105568	39.762776	70	22.42224
2	1443968067203	116.110043	39.760877	70	22.1259132
3	1443968067203	116.112023	39.757266	70	24.4240164
4	1443968067203	116.109558	39.753825	70	23.7326148
5	1443968067203	116.104894	39.752141	70	25.1721612
1	1443968068203	116.105644	39.762747	70	26.1282852
2	1443968068203	116.11008	39.760822	70	24.8677524
3	1443968068203	116.111991	39.757215	70	22.7021292
4	1443968068203	116.109485	39.753796	70	25.5353796
5	1443968068203	116.104824	39.75214	70	21.8031588
1	1443968069203	116.10572	39.762718	70	26.140428
2	1443968069203	116.110114	39.76077	70	23.0738688
3	1443968069203	116.111956	39.757159	70	24.72948
4	1443968069203	116.109411	39.753766	70	25.6745232
5	1443968069203	116.104741	39.75214	70	25.6932108
1	1443968070203	116.105791	39.762692	70	24.3549036
2	1443968070203	116.110146	39.760722	70	21.7659384
3	1443968070203	116.11192	39.757103	70	25.0441416
4	1443968070203	116.109338	39.753738	70	25.2357444
5	1443968070203	116.104658	39.752139	70	25.4939868
1	1443968071203	116.10586	39.762666	70	23.6048724
2	1443968071203	116.110183	39.760666	70	25.1502984
3	1443968071203	116.111888	39.757052	70	22.481244
4	1443968071203	116.109263	39.753708	70	25.8633756
5	1443968071203	116.104583	39.752138	70	23.1531696
