1	1443947284266	116.093797	39.751995	70	0.0
2	1443947284266	116.0937	39.752098	70	0.0
1	1443947285266	116.093807	39.751995	70	3.0822912
2	1443947285266	116.0937	39.752105	70	2.6549244
1	1443947286266	116.093819	39.751995	70	3.6114804
2	1443947286266	116.0937	39.752117	70	4.6791216
1	1443947287266	116.093834	39.751996	70	4.6835928
2	1443947287266	116.0937	39.752125	70	3.375648
1	1443947288266	116.093848	39.751996	70	4.1954832
2	1443947288266	116.0937	39.752133	70	3.0086424
1	1443947289266	116.093857	39.751996	70	3.0041856
2	1443947289266	116.093699	39.752141	70	3.4826112
1	1443947290266	116.093868	39.751996	70	3.1768272
2	1443947290266	116.093699	39.752153	70	4.7735532
1	1443947291266	116.09388	39.751996	70	3.7056456
2	1443947291266	116.093699	39.752162	70	3.672
1	1443947292266	116.093893	39.751996	70	4.1547492
2	1443947292266	116.093699	39.752171	70	3.4323372
1	1443947293266	116.093902	39.751996	70	2.6918532
2	1443947293266	116.093699	39.752183	70	4.6437444
1	1443947294266	116.093912	39.751996	70	3.1514472
2	1443947294266	116.093699	39.752193	70	4.0172184
1	1443947295266	116.093924	39.751996	70	3.5599572
2	1443947295266	116.093699	39.752204	70	4.6774044
1	1443947296266	116.093934	39.751996	70	3.2714568
2	1443947296266	116.093698	39.752214	70	4.0528908
1	1443947297266	116.093943	39.751996	70	2.814606
2	1443947297266	116.093698	39.752221	70	2.5399404
1	1443947298266	116.093956	39.751997	70	3.8385936
2	1443947298266	116.093698	39.752227	70	2.6630244
1	1443947299266	116.093969	39.751997	70	4.2212988
2	1443947299266	116.093698	39.752236	70	3.4849152
1	1443947300266	116.093983	39.751997	70	4.0655808
2	1443947300266	116.093698	39.752248	70	4.7103912
1	1443947301266	116.093997	39.751997	70	4.4070984
2	1443947301266	116.093698	39.752255	70	2.9577816
1	1443947302266	116.094012	39.751997	70	4.7166048
2	1443947302266	116.093698	39.752262	70	2.4979212
1	1443947303266	116.094025	39.751997	70	3.994848
2	1443947303266	116.093698	39.75227	70	3.1479408
1	1443947304266	116.09404	39.751997	70	4.4878356
2	1443947304266	116.093698	39.752281	70	4.478274
