1	1442115476705	116.094849	39.753092	70	0.0
2	1442115476705	116.095281	39.752896	70	0.0
3	1442115476705	116.095452	39.752546	70	0.0
4	1442115476705	116.095202	39.752219	70	0.0
5	1442115476705	116.094741	39.752062	70	0.0
1	1442115477705	116.094855	39.75309	70	1.9961856
2	1442115477705	116.095284	39.752891	70	2.3175108
3	1442115477705	116.095447	39.752538	70	3.518136
4	1442115477705	116.095194	39.752216	70	2.7153972
5	1442115477705	116.094733	39.752062	70	2.5380828
1	1442115478705	116.094865	39.753086	70	3.5214984
2	1442115478705	116.095288	39.752886	70	2.2621356
3	1442115478705	116.095442	39.752531	70	3.1545
4	1442115478705	116.095186	39.752213	70	2.6185032
5	1442115478705	116.094726	39.752062	70	2.258784
1	1442115479705	116.094876	39.753082	70	3.5891352
2	1442115479705	116.095291	39.75288	70	2.3885928
3	1442115479705	116.095438	39.752525	70	2.7609048
4	1442115479705	116.095178	39.75221	70	2.7861984
5	1442115479705	116.094718	39.752062	70	2.5807032
1	1442115480705	116.094885	39.753079	70	3.1238712
2	1442115480705	116.095297	39.752873	70	3.4915356
3	1442115480705	116.095435	39.75252	70	2.0239488
4	1442115480705	116.09517	39.752207	70	3.0204648
5	1442115480705	116.09471	39.752062	70	2.3695092
1	1442115481705	116.094895	39.753075	70	3.5168436
2	1442115481705	116.0953	39.752867	70	2.6766612
3	1442115481705	116.095431	39.752513	70	3.0472848
4	1442115481705	116.095162	39.752204	70	2.4597432
5	1442115481705	116.094704	39.752062	70	1.909728
1	1442115482705	116.094901	39.753073	70	2.1162456
2	1442115482705	116.095303	39.752862	70	2.0022732
3	1442115482705	116.095427	39.752507	70	2.8861596
4	1442115482705	116.095155	39.752201	70	2.6202348
5	1442115482705	116.094693	39.752062	70	3.1739076
1	1442115483705	116.094912	39.753069	70	3.5416476
2	1442115483705	116.095308	39.752855	70	3.0568284
3	1442115483705	116.095424	39.752502	70	2.2238964
4	1442115483705	116.095145	39.752197	70	3.3136092
5	1442115483705	116.094687	39.752062	70	1.878138
1	1442115484705	116.094922	39.753065	70	3.5463204
2	1442115484705	116.095311	39.75285	70	2.366874
3	1442115484705	116.09542	39.752495	70	3.0036456
4	1442115484705	116.095136	39.752193	70	3.3671232
5	1442115484705	116.094676	39.752062	70	3.3743124
1	1442115485705	116.09493	39.753062	70	2.8595772
2	1442115485705	116.095314	39.752846	70	1.8638244
3	1442115485705	116.095415	39.752488	70	3.1246704
4	1442115485705	116.095126	39.75219	70	3.1983624
5	1442115485705	116.094666	39.752062	70	3.2976864
1	1442115486705	116.094938	39.753059	70	2.5711056
2	1442115486705	116.095319	39.752839	70	3.1655016
3	1442115486705	116.095412	39.752483	70	2.13894
4	1442115486705	116.095116	39.752186	70	3.4397604
5	1442115486705	116.094658	39.752061	70	2.3973732
1	1442115487705	116.094944	39.753057	70	2.311992
2	1442115487705	116.095323	39.752833	70	2.5267932
3	1442115487705	116.095409	39.752478	70	2.3551056
